Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_capped,Amount_minmax,Boxes_minmax,Amount_z,Boxes_z,PC1,PC2
Kelci Walkden,Australia,After Nines,2023-03-02,7683.78,279,7683.78,0.4577399063058208,0.3577863577863578,0.42899137985309094,0.9219971350196503,0.3486077126422755,0.9552931401716559
Gigi Bohling,UK,Fruit & Nut Bars,2023-04-06,1412.22,90,1412.22,0.08378842055380843,0.11454311454311453,-1.0866637426389774,-0.6021246396755962,0.3426208854554449,-1.194153717123697
Gunar Cockshoot,Australia,Raspberry Choco,2023-03-17,607.08,76,607.08,0.035780700108117854,0.09652509652509651,-1.281242852991627,-0.7150225489122811,0.40037821666000406,-1.4115728027343448
Curtice Advani,UK,Fruit & Nut Bars,2023-06-24,11688.75,136,11688.75,0.6965424501533223,0.17374517374517373,1.396877088660319,-0.2311743664693457,-1.1512062240428063,0.8242762997088637
Barr Faughny,Canada,50% Dark Bites,2023-07-19,10275.55,301,10275.55,0.612278209730725,0.3861003861003861,1.0553474183540807,1.0994081352487266,0.031155631700155343,1.5236422637519185
Curtice Advani,USA,Spicy Special Slims,2023-07-11,1788.1,271,1788.1,0.1062008481578601,0.3474903474903475,-0.9958243904774228,0.857484044027259,1.310486961668484,-0.09782139708661658
Brien Boise,India,Almond Choco,2023-01-13,2378.08,222,2378.08,0.14137932011124527,0.28442728442728443,-0.8532432449302432,0.4623413616988617,0.9302587965720743,-0.2764093724115085
Oby Sorrel,New Zealand,Smooth Sliky Salty,2023-07-07,9545.03,64,9545.03,0.5687198224440596,0.08108108108108107,0.8788018092738991,-0.8117921854008682,-1.1954304778677818,0.04738295944538864
Jan Morforth,India,85% Dark Bars,2023-05-25,4999.52,446,4999.52,0.2976867432738644,0.5727155727155726,-0.21971682338510792,2.2687079094858205,1.7595820030853668,1.4488554915725904
Marney O'Breen,India,Fruit & Nut Bars,2023-04-13,5312.5,160,5312.5,0.3163486608845808,0.2046332046332046,-0.14407858660868117,-0.03763509349217154,0.07526691579586642,-0.12849097543367646
Andria Kimpton,New Zealand,50% Dark Bites,2023-03-02,3750.88,208,3750.88,0.22323464791491177,0.26640926640926643,-0.5214770891162014,0.3494434524621768,0.6158338208247307,-0.12164615107024777
Gunar Cockshoot,Canada,Raspberry Choco,2023-06-23,2375.74,129,2375.74,0.1412397939843072,0.16473616473616473,-0.8538087554231081,-0.2876233210876882,0.40035356002762024,-0.8071143615646291
Kelci Walkden,USA,Drinking Coco,2023-07-26,7013.61,170,7013.61,0.417779981310058,0.2175032175032175,0.2670306247235044,0.04300627024831769,-0.15840914020034205,0.219229190852598
Van Tuxwell,Canada,White Choc,2023-03-22,481.52,3,481.52,0.028293990493441012,0.0025740025740025744,-1.311587082685691,-1.3037045042178526,0.005573824687830141,-1.8492904158796224
Rafaelita Blaksland,USA,Baker's Choco Chips,2023-06-09,3136.92,64,3136.92,0.18662633129316128,0.08108108108108107,-0.6698535088594918,-0.8117921854008682,-0.10036580069505872,-1.0476817177273499
Van Tuxwell,Australia,Caramel Stuffed Bars,2023-05-17,6584.26,62,6584.26,0.39217932207892153,0.0785070785070785,0.1632691161288376,-0.827920458148966,-0.7008768694132456,-0.46997947106716703
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-03-04,1024.77,260,1024.77,0.06068611376656296,0.33333333333333337,-1.1802992300152524,0.7687785439127208,1.3782061110044481,-0.2909890677416505
Kelci Walkden,Canada,Milk Bars,2023-07-07,17680.19,27,16778.052499999998,1.0000000000000002,0.03346203346203346,2.6268146805890713,-1.1101652312406785,-2.6424438368127148,1.0724331103171107
Dennison Crosswaite,Canada,Choco Coated Almonds,2023-01-13,10707.82,124,10707.82,0.6380529784877843,0.1583011583011583,1.1598146067090749,-0.3279440029579328,-1.052004201664207,0.5882213449821877
Curtice Advani,Australia,Almond Choco,2023-07-13,3019.09,78,3019.09,0.17960053490977984,0.09909909909909909,-0.6983296205578955,-0.6988942761641832,-0.0003992718082482794,-0.9879864922080742
Madelene Upcott,Australia,85% Dark Bars,2023-06-16,1758.62,329,1758.62,0.10444305746464035,0.42213642213642216,-1.0029488560029167,1.3252039537220965,1.646252639395072,0.22786876486915372
Gigi Bohling,UK,50% Dark Bites,2023-07-18,8385.38,73,8385.38,0.4995738937672517,0.09266409266409266,0.5985478592522252,-0.7392149580344278,-0.9459411597226134,-0.0994666594387266
Ches Bonnell,UK,Manuka Honey Choco,2023-05-30,4854.12,411,4854.12,0.28901704290771263,0.5276705276705276,-0.2548558087109834,1.9864631363941083,1.584851824885698,1.2244312837570424
Gigi Bohling,UK,70% Dark Bites,2023-06-21,949.18,83,949.18,0.05617894285406358,0.10553410553410553,-1.1985671523039934,-0.6585735942939386,0.38183310666595166,-1.313196815537248
Jehu Rudeforth,Australia,Peanut Butter Cubes,2023-06-24,6047.05,40,6047.05,0.3601473431676397,0.05019305019305019,0.03344095720921247,-1.0053314583780424,-0.7345230191712836,-0.6872303639472667
Marney O'Breen,India,Eclairs,2023-01-13,5191.445,94,5191.445,0.3091305688775347,0.11969111969111967,-0.17333408776840503,-0.5698680941794004,-0.2803918849042887,-0.5255233026479296
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,4382.07,210,4382.07,0.2608703299927062,0.268983268983269,-0.36893667544467984,0.36557172521027465,0.5193758709416036,-0.0023793791291068854
Kaine Padly,UK,Smooth Sliky Salty,2023-06-08,9928.1,599,9928.1,0.5915609649424209,0.7696267696267696,0.9713787770096836,3.5025207747153058,1.7897876707237328,3.1635247113721823
Karlen McCaffrey,Canada,Spicy Special Slims,2023-08-02,6315.53,51,6315.53,0.37615587930453387,0.06435006435006434,0.0983248277751753,-0.9166259582635042,-0.7176785833785713,-0.5786262784209101
Kelci Walkden,USA,Organic Choco Syrup,2023-07-21,10630.08,155,10630.08,0.6334176104928418,0.19819819819819817,1.1410270914461207,-0.07795577536241616,-0.8619510512705293,0.7517049364877013
Curtice Advani,India,Spicy Special Slims,2023-06-20,167.33,143,167.33,0.00955992475725659,0.18275418275418273,-1.3875177415545823,-0.17472541185100324,0.8575736805044236,-1.1046727276353514
Roddy Speechley,India,After Nines,2023-06-22,2690.14,117,2690.14,0.15998638129598605,0.1492921492921493,-0.7778273456125495,-0.38439295757627523,0.27820012373242303,-0.8218138576175051
Camilla Castle,Australia,Caramel Stuffed Bars,2023-05-02,3242.04,15,3242.04,0.1928942742263791,0.018018018018018018,-0.6444490374877173,-1.2069348677292655,-0.3977375448851535,-1.309126113958558
Curtice Advani,Australia,99% Dark & Pure,2023-01-07,5363.69,87,5363.69,0.31940094397772595,0.11068211068211067,-0.13170744039938584,-0.626317048797743,-0.34974180813850503,-0.536004256616756
Mallorie Waber,UK,50% Dark Bites,2023-02-21,5191.445,95,5191.445,0.3091305688775347,0.12097812097812097,-0.17333408776840503,-0.5618039578053515,-0.27468967938978556,-0.5198210971334265
Ches Bonnell,Canada,Baker's Choco Chips,2023-03-21,7968.23,373,7968.23,0.47470067844579233,0.47876447876447875,0.49773473869728097,1.6800259541802491,0.8360061358053033,1.5399093537352098
Van Tuxwell,UK,Drinking Coco,2023-04-04,6388.95,131,6388.95,0.3805336606035907,0.1673101673101673,0.11606832366668679,-0.2714950483395903,-0.27404868848516406,-0.10990329099382255
Gunar Cockshoot,Canada,Fruit & Nut Bars,2023-03-24,15840.74,216,15840.74,0.9441112893779328,0.2767052767052767,2.4002932900577134,0.41395654345456817,-1.4045521832430947,1.9899751412296567
Gunar Cockshoot,New Zealand,Spicy Special Slims,2023-06-28,7265.05,194,7265.05,0.4327724810354032,0.24839124839124838,0.3277964188798876,0.23654554322549184,-0.06452411296443102,0.3990500283128359
Gunar Cockshoot,Australia,Drinking Coco,2023-01-14,2342.49,192,2342.49,0.13925721119768722,0.24581724581724582,-0.8618443211871064,0.220417270477394,0.7652745104837111,-0.4535574171933306
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2023-02-07,1365.88,147,1365.88,0.0810253262280349,0.18790218790218788,-1.0978627837669077,-0.14246886635480754,0.6755655177064699,-0.87704692072137
Dennison Crosswaite,New Zealand,Drinking Coco,2023-01-11,4437.46,196,4437.46,0.26417304459574026,0.25096525096525096,-0.3555505104020371,0.2526738159735897,0.43007954566282486,-0.07274480825641454
Jehu Rudeforth,India,99% Dark & Pure,2023-02-25,2072.24,232,2072.24,0.12314313606733984,0.2972972972972973,-0.9271559496899799,0.5429827254393509,1.0395450264685544,-0.27165149201792754
Dotty Strutley,Australia,Mint Chip Choco,2023-08-01,7091.81,27,7091.81,0.4224427775179883,0.03346203346203346,0.28592930871582545,-1.1101652312406785,-0.9871879163807619,-0.5828228101148664
Roddy Speechley,Australia,Mint Chip Choco,2023-05-05,7213.16,277,7213.16,0.42967845935727655,0.3552123552123552,0.3152561028650342,0.9058688622715525,0.41762628723165396,0.863465743524264
Madelene Upcott,New Zealand,Raspberry Choco,2023-05-18,9672.76,411,9672.76,0.576335921672179,0.5276705276705276,0.9096704653651924,1.9864631363941083,0.7614073996165364,2.0478757090262163
Dotty Strutley,New Zealand,Choco Coated Almonds,2023-01-04,5750.05,350,5750.05,0.3424382578255003,0.4491634491634492,-0.03833537457747925,1.4945508175771238,1.083914221259752,1.0296998146136132
Roddy Speechley,New Zealand,50% Dark Bites,2023-05-09,4641.29,220,4641.29,0.27632672427684557,0.28185328185328185,-0.3062906797350965,0.44621308895076384,0.5321005177062054,0.09894008439635363
Rafaelita Blaksland,India,Smooth Sliky Salty,2023-05-06,1871.33,88,1871.33,0.11116356591215729,0.11196911196911195,-0.9757101005965935,-0.6182529124236941,0.2527604017409246,-1.1271020554671882
Husein Augar,UK,White Choc,2023-01-13,10843.46,142,10843.46,0.6461407237261944,0.18146718146718147,1.192594881603172,-0.18278954822505217,-0.9725436570699255,0.714040198910018
Roddy Speechley,Australia,Almond Choco,2023-06-24,5032.45,79,5032.45,0.2996502455644928,0.10038610038610038,-0.21175859238936479,-0.6908301397901343,-0.3387547398406214,-0.6382266131466899
Van Tuxwell,USA,Caramel Stuffed Bars,2023-02-14,1106.38,21,1106.38,0.06555223650990301,0.02574002574002574,-1.1605764473987141,-1.1585500494849719,0.0014328797061775333,-1.6398700723758568
Camilla Castle,Australia,99% Dark & Pure,2023-01-18,4977.55,97,4977.55,0.2963767479709459,0.12355212355212354,-0.2250263385681168,-0.5456756850572537,-0.22673332728550769,-0.5449686271796925
Kaine Padly,India,Milk Bars,2023-05-02,3210.14,92,3210.14,0.19099218728222336,0.1171171171171171,-0.6521583471981398,-0.5859963669274983,0.046783584906094744,-0.8755075945163303
Ches Bonnell,Australia,Smooth Sliky Salty,2023-05-16,7794.8,54,7794.8,0.46435964588388245,0.0682110682110682,0.45582171101456753,-0.8924335491413574,-0.9533604372266896,-0.3087311914857695
Mallorie Waber,USA,Almond Choco,2023-01-28,7613.37,370,7613.37,0.4535416009221843,0.4749034749034749,0.4119753141254783,1.6558335450581023,0.8795405899271713,1.4621616665263224
Kaine Padly,Canada,99% Dark & Pure,2023-06-24,1332.76,409,1332.76,0.07905049489291147,0.525096525096525,-1.1058669322813024,1.9703348636460103,2.175203150198443,0.6112711363862765
Oby Sorrel,UK,After Nines,2023-07-18,2587.76,108,2587.76,0.15388181510969576,0.1377091377091377,-0.8025696380311403,-0.4569701849427156,0.24437571685318074,-0.8906291499993189
Gunar Cockshoot,UK,Eclairs,2023-04-13,3826.22,169,3826.22,0.22772691218991775,0.2162162162162162,-0.5032695846151599,0.03494213387426877,0.3805731558579377,-0.3311575162346957
Dotty Strutley,USA,Caramel Stuffed Bars,2023-04-15,18687.87,80,16778.052499999998,1.0000000000000002,0.10167310167310166,2.6268146805890713,-0.6827660034160854,-2.3402269445440487,1.3746500025857726
Jan Morforth,India,Peanut Butter Cubes,2023-01-04,8859.63,184,8859.63,0.5278517850921998,0.2355212355212355,0.7131604025176749,0.15590417948500263,-0.3940396541648014,0.6145214592231485
Husein Augar,Australia,Eclairs,2023-07-04,7299.4,34,7299.4,0.4348206530269941,0.04247104247104247,0.3360978229097624,-1.0537162766223358,-0.9827469743678258,-0.5074328749247581
Beverie Moffet,USA,Smooth Sliky Salty,2023-03-24,2556.26,354,2556.26,0.15200357878552945,0.4543114543114543,-0.810182279281244,1.5268073630733197,1.6525012236716397,0.5067304563177425
Camilla Castle,Australia,Manuka Honey Choco,2023-03-17,703.4,181,703.4,0.04152392940156857,0.23166023166023164,-1.2579650877468658,0.13171177036285586,0.982649930027394,-0.7963813580560853
Oby Sorrel,Australia,Almond Choco,2023-02-15,6421.18,242,6421.18,0.3824554243092377,0.3101673101673102,0.12385738485687234,0.6236240891798401,0.35338842563802636,0.5285492191026732
Jan Morforth,USA,Orange Choco,2023-06-29,1048.26,149,1048.26,0.06208674142544126,0.19047619047619047,-1.1746223746830322,-0.12634059360670968,0.7412471559933727,-0.919919736950261
Gigi Bohling,USA,Fruit & Nut Bars,2023-05-24,3099.14,115,3099.14,0.18437364023516117,0.1467181467181467,-0.6789838449366004,-0.4005212303243731,0.1969028030992365,-0.76332535904233
Mallorie Waber,UK,Milk Bars,2023-01-10,3737.68,282,3737.68,0.22244757745526111,0.36164736164736166,-0.5246671483067211,0.9461895441417971,1.0400527413839653,0.29806134451697486
Curtice Advani,USA,Raspberry Choco,2023-03-15,3086.89,153,3086.89,0.1836432149979854,0.1956241956241956,-0.6819443165338629,-0.094084048110514,0.4156799821922899,-0.5487349190331487
Marney O'Breen,Canada,Milk Bars,2023-02-08,2618.15,312,2618.15,0.1556938659633914,0.40025740025740025,-0.7952252517584213,1.1881136353632649,1.4024323764747264,0.2778140402963964
Brien Boise,India,Caramel Stuffed Bars,2023-02-25,1643.45,110,1643.45,0.09757586770418852,0.14028314028314026,-1.0307821224402005,-0.4408419121946177,0.41715072315926155,-1.0405953342473895
Gunar Cockshoot,USA,Eclairs,2023-05-03,7368.94,45,7368.94,0.43896708331215356,0.056628056628056624,0.35290363473618175,-0.9650107765077978,-0.9319062172140976,-0.43282511075941854
Roddy Speechley,USA,Fruit & Nut Bars,2023-06-14,6082.19,23,6082.19,0.3622426201337096,0.028314028314028312,0.04193328144821686,-1.142421776736874,-0.8374654929752716,-0.7781628776363835
Gunar Cockshoot,India,50% Dark Bites,2023-08-09,14456.14,79,14456.14,0.8615523682845785,0.10038610038610038,2.0656754146642675,-0.6908301397901343,-1.9491437699330847,0.9721624169457964
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2023-07-11,4173.4,254,4173.4,0.248428057809729,0.3256113256113256,-0.41936619448147766,0.7203937256684273,0.8059319684626369,0.21285860862613123
Kaine Padly,UK,Manuka Honey Choco,2023-01-14,7189.18,113,7189.18,0.4282486146889113,0.14414414414414414,0.30946082866892366,-0.41664950307247095,-0.5134375394639544,-0.07579383853714146
Van Tuxwell,Canada,Manuka Honey Choco,2023-02-24,8962.96,48,8962.96,0.534012996500965,0.06048906048906049,0.7381322825295228,-0.9408183673856509,-1.1871973898325816,-0.14332070505391156
Wilone O'Kielt,New Zealand,Almond Choco,2023-03-15,10085.02,146,10085.02,0.6009175631642678,0.1866151866151866,1.0093018139927397,-0.15053300272885647,-0.8201270639600928,0.607241249916208
Oby Sorrel,New Zealand,Baker's Choco Chips,2023-04-25,12073.18,51,12073.18,0.7194646847596478,0.06435006435006434,1.4897827291611874,-0.9166259582635042,-1.7015879011842157,0.40528303938474863
Dennison Crosswaite,Australia,Organic Choco Syrup,2023-05-10,6655.62,39,6655.62,0.39643427268503284,0.0489060489060489,0.18051476944970726,-1.0133955947520912,-0.8442221146559967,-0.5889356794915578
Marney O'Breen,Australia,Spicy Special Slims,2023-06-23,14193.67,302,14193.67,0.8459021877130253,0.38738738738738737,2.0022439877145946,1.1074722716227756,-0.632699148062434,2.1989014545435235
Beverie Moffet,Canada,Smooth Sliky Salty,2023-02-28,15507.29,352,15507.29,0.9242288162892581,0.4517374517374517,2.3197080448244733,1.5106790903252219,-0.5720698599026645,2.708492717834066
Brien Boise,USA,Organic Choco Syrup,2023-05-25,17383.08,145,16778.052499999998,1.0000000000000002,0.18532818532818532,2.6268146805890713,-0.15859713910290538,-1.969583586101345,1.7452933610284709
Roddy Speechley,New Zealand,Baker's Choco Chips,2023-02-22,5912.59,232,5912.59,0.3521299572581984,0.2972972972972973,0.0009458542730556654,0.5429827254393509,0.38327794725482894,0.3846155871958076
Van Tuxwell,UK,85% Dark Bars,2023-07-11,4029.28,128,4029.28,0.23983467942754344,0.16344916344916344,-0.4541958407343328,-0.2956874574617371,0.11208235268696472,-0.5302475652529757
Marney O'Breen,Canada,Spicy Special Slims,2023-01-03,3563.09,344,3563.09,0.21203737809538195,0.44144144144144143,-0.5668605145243591,1.4461659993328304,1.4234246986567383,0.6217628710425844
Rafaelita Blaksland,New Zealand,70% Dark Bites,2023-08-24,773.73,280,773.73,0.04571746466120717,0.3590733590733591,-1.240968355711317,0.9300612713936992,1.5351497714828564,-0.21984450763993615
Beverie Moffet,USA,50% Dark Bites,2023-07-28,2620.19,340,2620.19,0.15581550412533743,0.4362934362934363,-0.7947322426107956,1.4139094538366346,1.5617455207693407,0.4378244048139549
Brien Boise,USA,Mint Chip Choco,2023-05-25,11426.56,151,11426.56,0.6809089650157616,0.19305019305019303,1.3335133296328687,-0.11021232085861185,-1.0208681976354794,0.8650044387366287
Karlen McCaffrey,New Zealand,Eclairs,2023-05-06,2935.8,171,2935.8,0.17463423956248425,0.2187902187902188,-0.7184584107077727,0.051070406622366615,0.5441390450526019,-0.4719145833713498
Barr Faughny,India,Drinking Coco,2023-01-28,2431.53,148,2431.53,0.14456635920733063,0.18918918918918917,-0.8403259219201465,-0.1344047299807586,0.4991616618036265,-0.6892386537895177
Marney O'Breen,UK,Orange Choco,2023-06-06,11882.82,13,11882.82,0.7081141747066859,0.015444015444015444,1.4437782088954814,-1.2230631404773633,-1.88574160249022,0.15606912158851777
Brien Boise,New Zealand,Baker's Choco Chips,2023-07-12,6297.06,26,6297.06,0.3750545769265228,0.032175032175032175,0.09386116161995595,-1.1182293676147272,-0.857077432633841,-0.7243377048907949
Ches Bonnell,Canada,Spicy Special Slims,2023-08-05,5859.21,193,5859.21,0.3489470920206112,0.24710424710424708,-0.011954551756485115,0.22848140685144294,0.17001389677275489,0.15310760754664046
Brien Boise,USA,Orange Choco,2023-01-28,6276.91,157,6276.91,0.373853101944556,0.20077220077220076,0.08899148793139744,-0.06182750261431831,-0.10664513094658545,0.01920783822175926
Kaine Padly,India,Spicy Special Slims,2023-08-31,5674.7,147,5674.7,0.33794539728499456,0.18790218790218788,-0.0565452957900289,-0.14246886635480754,-0.060757139410117005,-0.1407242636047725
Mallorie Waber,USA,50% Dark Bites,2023-04-19,1960.1,14,1960.1,0.11645661475330783,0.01673101673101673,-0.9542569525403489,-1.2149990041033143,-0.18437247280067634,-1.5338955970720443
Mallorie Waber,UK,Mint Chip Choco,2023-06-29,6540.3,2,6540.3,0.38955813894208496,0.001287001287001287,0.15264525233980403,-1.3117686405919013,-1.0354969941558057,-0.8196240080649779
Beverie Moffet,India,Choco Coated Almonds,2023-02-24,3818.21,287,3818.21,0.22724930352462974,0.3680823680823681,-0.5052053705330434,0.9865102260120417,1.054802213918768,0.34033392712720345
Madelene Upcott,UK,Smooth Sliky Salty,2023-03-04,14769.97,87,14769.97,0.8802649684627725,0.11068211068211067,2.141519071918872,-0.626317048797743,-1.9571556901717782,1.0714096254165404
Gigi Bohling,India,Eclairs,2023-06-21,3687.44,73,3687.44,0.2194519395845908,0.09266409266409266,-0.5368087069227594,-0.7392149580344278,-0.14312283271561446,-0.9022849864457372
Rafaelita Blaksland,Australia,Organic Choco Syrup,2023-01-26,1123.58,114,1123.58,0.06657781316944777,0.1454311454311454,-1.1564197036050068,-0.408585366698422,0.5287987308307831,-1.1066256978028877
Oby Sorrel,New Zealand,White Choc,2023-06-10,4612.08,38,4612.08,0.27458503275211865,0.047619047619047616,-0.3133498940498752,-1.0214597311261402,-0.5007092676215354,-0.9438529375550309
Andria Kimpton,UK,Drinking Coco,2023-05-23,1600.11,70,1600.11,0.09499165302833558,0.08880308880308879,-1.04125615011574,-0.7634073671565746,0.19646875857484564,-1.276089810823221
Kelci Walkden,India,Milk Bars,2023-04-15,975.67,105,975.67,0.057758450162862476,0.13384813384813385,-1.1921652835193823,-0.48116259406486234,0.5027548231551554,-1.183221489388316
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2023-01-31,5487.3,219,5487.3,0.32677138181995447,0.2805662805662806,-0.10183446944937571,0.43814895257671493,0.3818259394429675,0.2378102516305876
Andria Kimpton,New Zealand,Organic Choco Syrup,2023-03-04,4948.15,39,4948.15,0.29462372740172393,0.0489060489060489,-0.23213147040154702,-1.0133955947520912,-0.5524371602260465,-0.8807206339215125
Barr Faughny,New Zealand,After Nines,2023-04-19,11460.08,81,11460.08,0.6829076469708745,0.10296010296010295,1.3416141466075824,-0.6747018670420365,-1.4257507262666695,0.47157819533738643
Beverie Moffet,UK,Almond Choco,2023-05-16,2628.33,101,2628.33,0.15630086424212197,0.1287001287001287,-0.7927650394433085,-0.513419139561058,0.19752738010339083,-0.9236116904525721
Oby Sorrel,Australia,Raspberry Choco,2023-02-17,1044.35,126,1044.35,0.06185360161504474,0.16087516087516085,-1.1755673088826484,-0.31181573020983494,0.6107645985401244,-1.051738633164155
Dennison Crosswaite,USA,Raspberry Choco,2023-01-18,7449.7,264,7449.7,0.4437825234880161,0.3384813384813385,0.37242099687454283,0.8010350894089164,0.30307593134317967,0.8297587560356583
Roddy Speechley,Canada,Orange Choco,2023-02-09,9315.64,88,9315.64,0.5550420881456307,0.11196911196911195,0.8233648639925883,-0.6182529124236941,-1.0193777055830247,0.1450360518567792
Mallorie Waber,Canada,Orange Choco,2023-03-23,3820.94,179,3820.94,0.2274120840060575,0.22908622908622908,-0.5045456082913677,0.115583497614758,0.43849749599737015,-0.2750377460840664
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2023-02-01,3782.83,150,3782.83,0.22513971618656614,0.19176319176319176,-0.5137556958482392,-0.11827645723266077,0.27964605144356486,-0.4469142213714405
Mallorie Waber,India,Drinking Coco,2023-03-07,4525.72,146,4525.72,0.2694356838964043,0.1866151866151866,-0.334220614632699,-0.15053300272885647,0.1298867559971672,-0.34277257004106565
Ches Bonnell,UK,White Choc,2023-01-03,3730.79,237,3730.79,0.22203675052594346,0.30373230373230375,-0.526332262535712,0.5833034073095955,0.7846309067940942,0.04028468280156798
Ches Bonnell,USA,White Choc,2023-02-11,6068.19,349,6068.19,0.36140784843408014,0.44787644787644787,0.03854988533705968,1.486486681203075,1.0238459270863884,1.0783636977579714
Dennison Crosswaite,New Zealand,Orange Choco,2023-03-16,4944.46,144,4944.46,0.29440370543232164,0.18404118404118402,-0.23302323694798763,-0.1666612754769543,0.04692499296900583,-0.28261962907091565
Dotty Strutley,India,White Choc,2023-08-15,12331.35,337,12331.35,0.7348584711663149,0.43243243243243246,1.5521749701624339,1.389717044714488,-0.11487510074172691,2.0802317932380276
Gigi Bohling,India,Manuka Honey Choco,2023-05-12,5290.76,76,5290.76,0.3150523796881562,0.09652509652509651,-0.14933251742700665,-0.7150225489122811,-0.40000325731287356,-0.6111913287614555
Van Tuxwell,India,Spicy Special Slims,2023-04-11,6874.06,4,6874.06,0.4094590962612515,0.003861003861003861,0.23330541562979137,-1.2956403678438035,-1.0811279315607634,-0.7511842486020072
Jan Morforth,New Zealand,Mint Chip Choco,2023-06-30,20402.17,297,16778.052499999998,1.0000000000000002,0.380952380952381,2.6268146805890713,1.067151589752531,-1.1028483478968694,2.6120285992329344
Dotty Strutley,New Zealand,White Choc,2023-06-15,7923.1,62,7923.1,0.4720097322454868,0.0785070785070785,0.4868281196618152,-0.827920458148966,-0.9296676349253744,-0.24118870555503477
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2023-08-01,8145.99,100,8145.99,0.4852998939690876,0.1274131274131274,0.5406942024629454,-0.5214832759351069,-0.7510728977988905,0.013584176420716583
Kaine Padly,USA,Milk Bars,2023-06-15,16253.25,58,16253.25,0.968707837507515,0.07335907335907335,2.4999850564729598,-0.8601770036451617,-2.375993378595275,1.1595193939988615
Brien Boise,India,After Nines,2023-06-16,5744.07,49,5744.07,0.34208169105665853,0.06177606177606177,-0.039780568059245076,-0.932754231011602,-0.6314277324946072,-0.6876859513628879
Oby Sorrel,New Zealand,Raspberry Choco,2023-05-13,4908.71,288,4908.71,0.2922720562707678,0.36936936936936937,-0.2416629805889783,0.9945743623860906,0.8741518083737146,0.5323887437012657
Dennison Crosswaite,USA,Drinking Coco,2023-05-10,2369.87,139,2369.87,0.14088978613596256,0.17760617760617758,-0.8552273650782861,-0.20698195734719893,0.4583787236796845,-0.7510954149266317
Oby Sorrel,India,Eclairs,2023-08-25,5973.24,337,5973.24,0.3557463075140932,0.43243243243243246,0.015603209568890098,1.389717044714488,0.9716452109537128,0.9937114815425729
Ches Bonnell,New Zealand,Organic Choco Syrup,2023-07-15,8047.16,86,8047.16,0.4794070020352033,0.10939510939510938,0.5168098426296837,-0.6343811851717919,-0.8140149821995355,-0.08313549358472533
Gigi Bohling,UK,Baker's Choco Chips,2023-05-16,9656.56,400,9656.56,0.5753699715626077,0.5135135135135135,0.9057553927222818,1.89775763627957,0.7014515133716415,1.9823830739520425
Jan Morforth,Australia,50% Dark Bites,2023-06-14,3925.06,186,3925.06,0.23362040038930176,0.23809523809523808,-0.47938280807039013,0.17203245223310046,0.4606201479289964,-0.21732952081264914
Beverie Moffet,Australia,Smooth Sliky Salty,2023-01-25,11682.62,506,11682.62,0.6961769394019846,0.6499356499356499,1.395395644505934,2.752556091928756,0.9596573555308672,2.933044800867478
Ches Bonnell,USA,Organic Choco Syrup,2023-07-28,7874.15,13,7874.15,0.4690910126242823,0.015444015444015444,0.47499831683030475,-1.2230631404773633,-1.200710771333767,-0.5289617095679453
Brien Boise,Canada,Mint Chip Choco,2023-01-28,5061.37,179,5061.37,0.3013746453897274,0.22908622908622908,-0.2047694627083172,0.115583497614758,0.2265237506176308,-0.06306400070432401
Kaine Padly,UK,Orange Choco,2023-06-29,2099.24,186,2099.24,0.12475305291662525,0.23809523809523808,-0.9206308286184625,0.17203245223310046,0.7726296154436771,-0.5293389883273345
Karlen McCaffrey,Australia,70% Dark Bites,2023-06-24,237.57,311,237.57,0.013748093627397566,0.398970398970399,-1.3705427599226052,1.1800494989892159,1.8035410823184617,-0.13469907657635113
Gunar Cockshoot,Canada,Mint Chip Choco,2023-07-01,8829.77,445,8829.77,0.5260713363099901,0.5714285714285714,0.7059441019548784,2.2606437731117714,1.0993386801835494,2.097694403445411
Roddy Speechley,USA,Peanut Butter Cubes,2023-02-25,1733.09,135,1733.09,0.10292079164381604,0.17245817245817244,-1.0091187204827625,-0.23923850284339462,0.5443875225941655,-0.8827218579571389
Curtice Advani,Canada,Smooth Sliky Salty,2023-08-01,3047.18,12,3047.18,0.18127544469853638,0.014157014157014158,-0.6915410779320095,-1.231127276851412,-0.38154506029059293,-1.3595318316401375
Oby Sorrel,Australia,Milk Bars,2023-06-21,8497.72,276,8497.72,0.5062723403912783,0.35392535392535396,0.6256971963327537,0.8978047258975036,0.1924090793671611,1.0772785403597536
Camilla Castle,New Zealand,Spicy Special Slims,2023-01-25,12557.56,26,12557.56,0.7483465930358277,0.032175032175032175,1.6068434011842099,-1.1182293676147272,-1.926917434044527,0.3455022965199062
Gigi Bohling,UK,Milk Bars,2023-05-17,1406.91,231,1406.91,0.08347180357344897,0.29601029601029605,-1.0879470164497091,0.534918589065302,1.1475392746140738,-0.3910501511924546
